Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Flow ID,Src IP,Src Port,Dst IP
80,6,02/03/2018 01:43:21,115215604,16,14,443,706.0,432,0,27.6875,107.8175736,706,0,50.42857143,188.6864368,9.97260753,0.260381398,3972951.862,4869738.412,10000000.0,45.0,115000000.0,7681040.267,4193861.989,10100000.0,165.0,111000000.0,8508836.769,3768997.476,10100000.0,12936.0,0,0,0,0,332,424,0.138870079,0.121511319,0,706,37.06451613,146.3425059,21416.12903,0,0,0,1,0,0,0,0,0,38.3,27.6875,50.42857143,0,0,0,0,0,0,16,443,14,706,8192,172,12,20,51754.81818,26129.82037,109616.0,15899.0,10000000.0,17341.38518,10000000.0,9952760.0,Benign,,,,
445,6,20/02/2018 04:36:04,715472,5,4,373.0,172.0,140.0,0.0,74.6,70.2837107728384,133.0,0.0,43.0,62.75348595894893,761.7349106603752,12.579108616409869,89434.0,123329.9141883845,238503.0,43.0,715405.0,178851.25,119170.1989603525,238557.0,96.0,715418.0,238472.66666666663,148.76267453004917,238642.0,238363.0,0,0,0,0,112,92,6.988393675783259,5.590714940626607,0.0,140.0,54.5,64.19804427619964,4121.388888888889,0,0,0,1,0,0,0,0,0.0,60.55555555555556,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,172.31.64.79-113.160.91.106-445-60598-6,113.160.91.106,60598.0,172.31.64.79
52236,6,16/02/2018 01:47:36,4184365,5,3,935,395,935,0,187,418.1447118,395,0,131.6666667,228.0533563,317.8499008,1.911879102,597766.4286,1550364.738,4113500,7,4184365,1046091.25,2045011.881,4113507,28,35650,17825,17404.72631,30132,5518,0,0,0,0,168,104,1.194924439,0.716954663,0,935,147.7777778,322.8206847,104213.1944,0,0,0,0,1,0,0,0,0,166.25,187,131.6666667,0,0,0,0,0,0,5,935,3,395,237,211,1,32,0,0,0,0,0,0,0,0,Benign,,,,
80,6,15/02/2018 02:17:45,791,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,820480.404551201,8849.5575221239,131.8333333333,83.9033173758,259,28,448,224.0,120.2081528017,309,139,532,177.3333333333,165.9558174134,356,28,0,0,0,0,72,92,3792.6675094817,5056.8900126422,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
80,6,20/02/2018 05:12:23,60,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333.333333333336,60.0,0.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,33333.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2238,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,169.254.169.254-172.31.64.24-80-50655-6,172.31.64.24,50655.0,169.254.169.254
53,17,20/02/2018 09:18:21,1050,1,1,31.0,78.0,31.0,31.0,31.0,0.0,78.0,78.0,78.0,0.0,103809.52380952382,1904.7619047619048,1050.0,0.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,952.3809523809524,952.3809523809524,31.0,78.0,46.66666666666666,27.13546265191241,736.3333333333333,0,0,0,0,0,0,0,0,1.0,70.0,31.0,78.0,0,0,0,0,0,0,1,31,1,78,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,172.31.0.2-172.31.66.72-53-53731-17,172.31.66.72,53731.0,172.31.0.2
443,6,20/02/2018 10:20:04,117157518,16,14,966.0,5835.0,323.0,0.0,60.37499999999999,94.01622200450302,1430.0,0.0,416.7857142857142,557.5999639349161,58.05005189679761,0.2560655134397777,4039914.4137931033,15005714.934082234,58514466.0,0.0,117157518.0,7810501.2,20483897.67160468,58514466.0,25.0,117001744.0,9000134.153846154,21898551.850476146,58670803.0,0.0,0,0,0,0,332,292,0.1365682738345481,0.1194972396052296,0.0,1430.0,219.3870967741936,415.24014557196136,172424.37849462364,0,0,1,1,0,0,0,1,0.0,226.7,60.375,416.7857142857143,0,0,0,0,0,0,16,966,14,5835,8192,180,8,20,286199.0,184092.4220547929,416372.0,156026.0,58214540.0,424159.4169083129,58514466.0,57914614.0,Benign,172.31.67.20-209.85.203.156-51093-443-6,172.31.67.20,51093.0,209.85.203.156
54922,6,16/02/2018 01:47:49,4475348,5,3,935,364,935,0,187,418.1447118,364,0,121.3333333,210.155498,290.2567577,1.787570486,639335.4286,1615367.09,4301192,8,4475348,1118837,2122158.123,4301200,20,121477,60738.5,85501.23066,121197,280,0,0,0,0,168,104,1.117231554,0.670338932,0,935,144.3333333,320.0062499,102404,0,0,0,0,1,0,0,0,0,162.375,187,121.3333333,0,0,0,0,0,0,5,935,3,364,237,211,1,32,0,0,0,0,0,0,0,0,Benign,,,,
80,6,23/02/2018 12:06:40,78,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25641.0256410256,78.0,0.0,78,78,78,78.0,0.0,78,78,0,0.0,0.0,0,0,0,0,0,0,40,0,25641.0256410256,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
53,17,02/03/2018 02:38:11,930,1,1,38,116.0,38,38,38.0,0.0,116,116,116.0,0.0,165591.3978,2150.537634,930.0,0.0,930.0,930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1075.268817,1075.268817,38,116,64.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,96.0,38.0,116.0,0,0,0,0,0,0,1,38,1,116,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,,,,
53,17,20/02/2018 02:08:57,288,1,1,84.0,212.0,84.0,84.0,84.0,0.0,212.0,212.0,212.0,0.0,1027777.7777777778,6944.444444444444,288.0,0.0,288.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3472.222222222222,3472.222222222222,84.0,212.0,126.66666666666666,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,190.0,84.0,212.0,0,0,0,0,0,0,1,84,1,212,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,172.31.0.2-172.31.64.109-53-61298-17,172.31.64.109,61298.0,172.31.0.2
53,17,28/02/2018 04:52:27,917,1,1,39,67,39,39,39,0,67,67,67,0,115594.3293,2181.025082,917,0,917,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1090.512541,1090.512541,39,67,48.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,72.5,39,67,0,0,0,0,0,0,1,39,1,67,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,,,,
51372,6,16/02/2018 01:46:48,4304686,5,3,935,322,935,0,187.0,418.1447118,322,0,107.3333333,185.9067867,292.0073613,1.858439849,614955.1429,1622504.959,4294442,5,4304686,1076171.5,2145521.947,4294447,34,9924,4962.0,6437.500136,9514,410,0,0,0,0,168,104,1.161524906,0.696914943,0,935,139.6666667,316.6914903,100293.5,0,0,0,0,1,0,0,0,0,157.125,187.0,107.3333333,0,0,0,0,0,0,5,935,3,322,219,211,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
53,17,20/02/2018 03:04:00,295,1,1,43.0,59.0,43.0,43.0,43.0,0.0,59.0,59.0,59.0,0.0,345762.7118644068,6779.661016949152,295.0,0.0,295.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3389.830508474576,3389.830508474576,43.0,59.0,48.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,72.5,43.0,59.0,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,172.31.0.2-172.31.66.75-53-53822-17,172.31.66.75,53822.0,172.31.0.2
53,17,15/02/2018 09:13:58,297,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,343434.343434343,6734.0067340067,297.0,0.0,297,297,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3367.0033670034,3367.0033670034,43,59,48.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
3389,6,28/02/2018 09:15:20,1735754,8,7,1128,1581,661,0,141,222.6233206,1173,0,225.8571429,430.0986044,1560.705031,8.641777579,123982.4286,245335.9104,953700,21,1735754,247964.8571,386821.1805,1118815,21,1626961,271160.1667,334785.6549,953700,125028,0,0,0,0,172,152,4.608948042,4.032829537,0,1173,169.3125,317.731274,100953.1625,0,0,1,1,0,0,0,1,0,180.6,141,225.8571429,0,0,0,0,0,0,8,1128,7,1581,8192,62872,5,20,0,0,0,0,0,0,0,0,Benign,,,,
80,6,20/02/2018 03:51:13,5196135,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7698029400698788,1732045.0,2918150.9682021253,5101190.0,22.0,5196135.0,2598067.5,3539949.7877812474,5101190.0,94945.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,0.5773522050524091,0.1924507350174697,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,42780,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,172.31.67.115-216.58.198.78-54910-80-6,172.31.67.115,54910.0,216.58.198.78
53,17,22/02/2018 11:01:22,265,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,452830.188679245,7547.1698113208,265.0,0.0,265,265,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3773.5849056604,3773.5849056604,52,68,57.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,0,0,0,0,0,0,1,52,1,68,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
53,17,01/03/2018 01:57:43,23269,1,1,40,122,40,40,40,0,122,122,122,0,6962.052516,85.95126563,23269,0,23269,23269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,42.97563282,42.97563282,40,122,67.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,101,40,122,0,0,0,0,0,0,1,40,1,122,-1,-1,0,8,0,0,0,0,0,0,0,0,Benign,,,,
33140,6,16/02/2018 01:45:37,5401544,5,3,935,368,935,0,187.0,418.1447118,368,0,122.6666667,212.4648991,241.2273232,1.481058009,771649.1429,1987300.818,5277883,6,5401544,1350386.0,2618538.341,5277889,25,79759,39879.5,55944.16721,79438,321,0,0,0,0,168,104,0.925661255,0.555396753,0,935,144.7777778,320.3520633,102625.4444,0,0,0,0,1,0,0,0,0,162.875,187.0,122.6666667,0,0,0,0,0,0,5,935,3,368,219,211,1,32,0.0,0.0,0,0,5277883.0,0.0,5277883,5277883,Benign,,,,
443,6,20/02/2018 02:58:22,542,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,57195.57195571956,5535.055350553506,271.0,357.79603128039304,524.0,18.0,542.0,271.0,357.79603128039304,524.0,18.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,5535.055350553506,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,3,31,0,0,255,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,172.31.65.8-41.203.16.49-52933-443-6,172.31.65.8,52933.0,41.203.16.49
24886,6,20/02/2018 10:50:17,88033658,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227185833854592,88033658.0,0.0,88033658.0,88033658.0,88033658.0,88033658.0,0.0,88033658.0,88033658.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0227185833854592,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64000,-1,0,20,0.0,0.0,0.0,0.0,88033658.0,0.0,88033658.0,88033658.0,Benign,172.31.65.24-5.39.216.253-3389-24886-6,172.31.65.24,3389.0,5.39.216.253
53,17,14/02/2018 11:23:05,13383,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,16588.2089217664,149.4433236195,13383.0,0.0,13383,13383,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,74.7216618098,74.7216618098,47,175,89.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,134.5,47.0,175.0,0,0,0,0,0,0,1,47,1,175,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
53,17,14/02/2018 10:35:52,1385,1,1,35,87,35,35,35.0,0.0,87,87,87.0,0.0,88086.642599278,1444.0433212996,1385.0,0.0,1385,1385,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,722.0216606498,722.0216606498,35,87,52.3333333333,30.0222139979,901.3333333333,0,0,0,0,0,0,0,0,1,78.5,35.0,87.0,0,0,0,0,0,0,1,35,1,87,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
3389,6,14/02/2018 10:26:02,2306662,9,8,1283,1585,885,0,142.5555555556,283.6790048237,1177,0,198.125,407.4942374702,1243.3551166144,7.3699571068,144166.375,258160.041955341,1075644,1,2306662,288332.75,414050.487548059,1256829,1,2176255,310893.571428571,343567.036963607,1075644,130030,0,0,0,0,192,172,3.9017419977,3.4682151091,0,1177,159.3333333333,329.5371085058,108594.705882353,0,0,1,1,0,0,0,1,0,168.7058823529,142.5555555556,198.125,0,0,0,0,0,0,9,1283,8,1585,8192,62728,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,,,,
3389,6,20/02/2018 11:55:03,2440689,10,7,1052.0,1429.0,581.0,0.0,105.2,181.84291144953775,1149.0,0.0,204.1428571428571,420.4990798925441,1016.5162378328416,6.96524628906018,152543.0625,264671.6788502235,953338.0,62.0,2440689.0,271187.6666666667,364114.0310589528,1103971.0,62.0,2344458.0,390743.0,374932.1276092514,953338.0,122769.0,0,0,0,0,212,152,4.097203699447165,2.8680425896130157,0.0,1149.0,137.83333333333334,288.9071192085992,83467.32352941176,0,0,1,1,0,0,0,1,0.0,145.94117647058823,105.2,204.14285714285717,0,0,0,0,0,0,10,1052,7,1429,8192,62948,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,172.31.64.97-173.167.113.37-3389-58749-6,173.167.113.37,58749.0,172.31.64.97
